BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG11653,yqfC,yqfC,93,YQFCd,Dr. Sato,No,,,,conserved protein,
BG11652,yqfB,yqfB,139,YQFBd,Dr. Sato,No,,,,function unknown and unique,
BG11651,yqfA,yqfA,331,YQFAd,Dr. Sato,No,,,,conserved protein,
BG11650,yqeZ,yqeZ,437,YQEZd,Dr. Sato,No,,,,conserved membrane protein,
BG11649,yqeY,yqeY,148,YQEYd,Dr. Sato,No,,,,conserved protein,
BG11648,rpsU,rpsU,57,,,,,Yes,,30S ribosomal protein S21,
BG11647,yqeW,yqeW,310,YQEWd,Dr. Sato,No,,,,possible phosphate:Na+ symporter,
BG11646,yqeV,yqeV,451,YQEVd,Dr. Sato,No,,,,methylation of Isopentenylated A37 derivatives in tRNA,
BG11645,yqeU,yqeU,256,YQEUd,Dr. Sato,No,,,,conserved protein,
BG11644,yqeT,yqeT,311,YQETd,Dr. Sato,No,,,,similar to ribosomal protein L11 methyltransferase,
BG10665,dnaJ,dnaJ,372,,,,No,,,heat-shock protein (activation of DnaK),"Homuth G. et al J Bacteriol. (1997) vol 179,  p1153-1164"
BG10664,dnaK,dnaK,611,,,,No,,,class I heat-shock protein (chaperone),Mol Microbiol 1995 Feb;15(3):421-9
BG10663,grpE,grpE,187,GRPEd,Dr. Ogasawara,No,,,,heat-shock protein (activation of DnaK),"H. Yoshikawa, unpublished result"
BG10662,hrcA,hrcA,343,,,,No,,,transcriptional repressor of class I heat-shock genes,Mol Microbiol 1995 Feb;15(3):421-9
BG11395,hemN,hemN,366,HEMNd,Dr. Ogasawara,No,,,,coproporphyrinogen III oxidase,Microbiology 1996 142:1641-9
BG10441,lepA,lepA,612,LEPAd,Dr. Ogasawara,No,,,,similar to GTP-binding elongation factor,Microbiology 1996 142:1641-9
BG10440,yqxA,yqxA,112,YQXAd,Dr. Sato,No,,,,function unknown and unique,
BG10439,spoIIP,spoIIP,401,,,,No,,,stage II sporulation protein P,J Bacteriol 1995 177:716-22
BG10438,gpr,gpr,368,,,,No,,,spore protease,J Bacteriol 1992 Feb;174(3):807-14
BG11643,rpsT,rpsT,88,,,,,Yes,,30S ribosomal protein S20,
BG11642,yqeN,holA,347,YQENp,Dr. Ogasawara,Yes,,,,DNA polymerase III (delta subunit),
BG10482,comEC,comEC,776,,,,No,,,late competence operon required for DNA binding and uptake,Mol Microbiol 1993 10:99-111
BG10481,comEB,comEB,189,,,,No,,,putative dCMP deaminase,"Nygaard, personal communication"
BG10480,comEA,comEA,205,,,,No,,,exogenous DNA-binding protein,Mol Microbiol 1993 10:99-111
BG10479,comER,comER,273,,,,No,,,non-essential gene for competence,J Bacteriol 1995 Jun;177(11):3045-51
BG11641,yqeM,yqeM,247,YQEMd,Dr. Sato,No,,,,conserved protein,
BG11640,yqeL,yqeL,118,YQELd,Dr. Sato,No,,,,conserved protein,
BG11639,yqeK,yqeK,186,YQEKd,Dr. Sato,No,,,,conserved protein,
BG11638,yqeJ,nadD,189,YQEJp,Dr. Sato,Yes,,,,nicotinate-nucleotide adenylyltransferase,
BG11637,yqeI,yqeI,96,YQEIp,Dr. Sato,Yes,,,,conserved protein,
BG11522,aroD,aroD,280,ARODd,Dr. Ogasawara,No,,,,shikimate 5-dehydrogenase,
BG11636,yqeH,yqeH,366,YQEHp,Dr. Ogasawara,Yes,,,,GTP binding protein,
BG11635,yqeG,yqeG,172,YQEGd,Dr. Sato,No,,,,conserved protein,
BG14183,sda,sda,52,,,,No,,,developmental checkpoint coupling sporulation initiation to replication initiation,
BG11634,yqeF,yqeF,243,YQEFd,Dr. Sato,No,,,,function unknown and unique,
BG11633,cwlH,cwlH,250,YQEEd,Dr. Sato,No,,,,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase",
BG11632,yqeD,yqeD,208,YQEDd,Dr. Sato,No,,,,conserved protein,
BG11631,yqeC,yqeC,297,YQECd,Dr. Sato,No,,,,putative 6-phosphogluconate dehydrogenase,
BG11630,yqeB,yqeB,241,YQEBd,Dr. Sato,No,,,,function unknown and unique,
BG11237,nucB,nucB,136,,,,No,,,sporulation-specific extracellular nuclease, Mol Microbiol 1995 Jan;15(2):213-23
BG10459,spoIVCB,spoIVCB,156,,,,No,,,RNA polymerase sporulation-specific sigma-K factor (N-terminal half),Genetics 117:603-617 (1987)
BG10458,spoIVCA,spoIVCA,500,,,,,,skin,site-specific DNA recombinase. required for the chromosomal rearrangement that creates the sigK gene by excision of the skin element between spoIVCB and spoIIIC genes (stage IV sporulation),J Bacteriol 1990 Feb;172(2):1092-8
BG11304,arsC,arsC,139,,,,,,skin,"arsenate reductase, SKIN protein",
BG11303,arsB,arsB,346,,,,,,skin,"extrusion of arsenite, arsenite transporter, SKIN protein",
BG11302,yqcK,yqcK,146,,,,,,skin,"conserved protein, SKIN protein",
BG11301,arsR,arsR,105,,,,,,skin,"negative regulator of ars operon (ArsR family), SKIN protein",
BG11300,yqcI,yqcI,254,,,,,,skin,"conserved protein, SKIN protein",
BG11299,rapE,rapE,375,,,,,,skin,response regulator aspartate phosphatase,
BG11521,phrE,phrE,44,,,,,,skin,regulator of the activity of phosphatase RapE,
BG13775,yqzI,yqzI,52,,,,,,skin,SKIN protein,
BG11298,yqcG,yqcG,531,,,,,,skin,"similar genes in B. subtilis, SKIN protein",
BG11297,yqcF,yqcF,192,,,,,,skin,SKIN protein,
BG10507,yqxJ,yqxJ,120,,,,,,skin,SKIN protein,
BG10506,yqxI,yqxI,159,,,,,,skin,SKIN protein,
BG10505,cwlA,cwlA,272,,,,,,skin,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase, SKIN protein",
BG10504,yqxH,yqxH,140,,,,,,skin,similar to holin,
BG11069,yqxG,yqxG,297,,,,,,skin,"similar to phage-related lytic exoenzyme, SKIN protein",
BG11296,yqcE,yqcE,54,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11295,yqcD,yqcD,111,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11294,yqcC,yqcC,366,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11293,yqcB,yqcB,90,,,,,,skin,SKIN protein,
BG11292,yqcA,yqcA,192,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11291,yqbT,yqbT,348,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11290,yqbS,yqbS,141,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11289,yqbR,yqbR,87,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11288,yqbQ,yqbQ,326,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11287,yqbP,yqbP,219,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11286,yqbO,yqbO,1585,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11285,yqbN,yqbN,149,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11512,yqdB,yqdB,59,,,,,,skin,SKIN protein,
BG11284,yqbM,yqbM,147,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11283,yqbL,yqbL,134,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11282,yqbK,yqbK,305,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11281,yqbJ,yqbJ,145,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11280,yqbI,yqbI,167,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11279,yqbH,yqbH,120,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11278,yqbG,yqbG,131,,,,,,skin,SKIN protein,
BG11277,yqbF,yqbF,103,,,,,,skin,SKIN protein,
BG11276,yqbE,yqbE,311,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11275,yqbD,yqbD,322,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11274,yqbC,yqbC,217,,,,,,skin,SKIN protein,
BG11273,yqbB,yqbB,305,,,,,,skin,SKIN protein,
BG11272,yqbA,yqbA,510,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11271,yqaT,yqaT,431,,,,,,skin,"similar to phage-related terminase large subunit, SKIN protein",
BG11270,yqaS,yqaS,239,,,,,,skin,"similar to phage-related terminase small subunit, SKIN protein",
BG11269,yqaR,yqaR,154,,,,,,skin,SKIN protein,
BG11268,yqaQ,yqaQ,151,,,,,,skin,"similar to B. subtilis YjcQ, SKIN protein",
BG11267,yqaP,yqaP,309,,,,,,skin,SKIN protein,
BG11266,yqaO,yqaO,68,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11265,yqaN,yqaN,142,,,,,,skin,SKIN protein,
BG11264,yqaM,yqaM,313,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11263,yqaL,yqaL,233,,,,,,skin,SKIN protein,
BG11262,yqaK,yqaK,284,,,,,,skin,"similar to repair protein RecT, SKIN ELEMENT",
BG11261,yqaJ,yqaJ,319,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG11260,yqaI,yqaI,64,,,,,,skin,SKIN protein,
BG11259,yqaH,yqaH,85,,,,,,skin,SKIN protein,
BG11258,yqaG,yqaG,189,,,,,,skin,"possible transcriptional regulator, SKIN protein",
BG11508,yqdA,yqdA,46,,,,,,skin,SKIN protein,
BG11257,yqaF,yqaF,76,,,,,,skin,"possible transcriptional regulator, SKIN protein",
BG11256,yqaE,yqaE,116,,,,,,skin,"probable transcriptional regulator (phage-related) (Xre family), SKIN protein",
BG11255,yqaD,yqaD,55,,,,,,skin,SKIN protein,
BG11254,yqaC,yqaC,178,,,,,,skin,"conserved protein, SKIN protein",
BG11253,yqaB,yqaB,172,,,,,,skin,"similar to phage-related protein, SKIN protein",
BG10919,spoIIIC,spoIIIC,138,,,,No,,,RNA polymerase sporulation-specific sigma-K factor (C-terminal half),Science 1989 Jan 27;243(4890):507-12
BG11785,yrkS,yrkS,54,YRKSc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11784,yrkR,yrkR,139,YQKRd,Dr. Sato,No,,,,conserved membrane protein,
BG11783,yrkQ,yrkQ,432,YQKQd,Dr. Sato,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YrkP,
BG11782,yrkP,yrkP,231,YRKPd,Dr. Sato,No,,,,two-component response regulator. potential cognate sensor kinase is YrkQ,
BG11781,yrkO,yrkO,405,YRKOd,Dr. Sato,No,,,,conserved membrane protein,
BG11780,yrkN,yrkN,185,YRKNd,Dr. Sato,No,,,,function unknown and unique,
BG11779,yrkM,yrkM,35,YRKMc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11778,yrkL,yrkL,174,YRKLd,Dr. Sato,No,,,,similar to NAD(P)H oxidoreductase,
BG11777,yrkK,yrkK,158,YRKKd,Dr. Sato,No,,,,function unknown and unique,
BG11776,yrkJ,yrkJ,261,YRKJd,Dr. Sato,No,,,,conserved membrane protein,
BG11775,yrkI,yrkI,75,YRKId,Dr. Sato,No,,,,conserved protein,
BG11774,yrkH,yrkH,295,YRKHd,Dr. Sato,No,,,,conserved protein,
BG11773,yrkG,yrkG,36,YRKGc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11772,yrkF,yrkF,185,YRKFd,Dr. Ogasawara,No,,,,function unknown and unique,
BG11771,yrkE,yrkE,160,YRKEd,Dr. Sato,No,,,,function unknown and unique,
BG11770,yrkD,yrkD,63,YRKDd,Dr. Sato,No,,,,conserved protein,
BG11769,yrkC,yrkC,186,YRKCd,Dr. Sato,No,,,,conserved protein,
BG11768,yrkB,yrkB,48,YRKBc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10904,bltR,bltR,273,BLTRd,Dr. Sato,No,,,,transcriptional regulator of the bltD operon,
BG10905,blt,blt,400,BLTd,Dr. Sato,No,,,,multidrug-efflux transporter,
BG10906,bltD,bltD,152,BLTDd,Dr. Sato,No,,,,spermine/spermidine acetyltransferase,
BG11767,yrkA,yrkA,434,YRKAd,Dr. Sato,No,,,,similar to hemolysin,
BG12289,yrdR,yrdR,321,BFS2080,Dr. Schumann,No,,,,similar gene in B. subtilis,
BG12288,yrdQ,yrdQ,288,YRDQd,Dr. Fujita,No,,,,probable transcriptional regulator (LysR family),
BG11980,trkA,trkA,345,,,,No,,,potassium uptake,J Bacteriol 2000 Apr;182(8):2088-95
BG11931,czcD,czcD,311,,,,No,,,cation-efflux system membrane protein,J Bacteriol 2000 Apr;182(8):2088-95
BG12287,yrdN,yrdN,129,BFS2082,Dr. Schumann,No,,,,similar to 4-oxalocrotonate tautomerase,
BG11942,gltR,gltR,296,,,,No,,,transcriptional repressor of the glutamate synthase operon (LysR family), J Bacteriol 1997 Feb;179(4):1035-43
BG12286,yrdK,yrdK,105,BFS2083,Dr. Schumann,No,,,,function unknown and unique,
BG11918,brnQ,brnQ,440,,,,No,,,branched-chain amino acid transport system carrier protein, J Bacteriol 1997 Sep;179(17):5448-57
BG11916,azlD,azlD,110,,,,No,,,branched-chain amino acid transport protein, J Bacteriol 1997 Sep;179(17):5448-57
BG11915,azlC,azlC,254,,,,No,,,branched-chain amino acid transport protein, J Bacteriol 1997 Sep;179(17):5448-57
BG11914,azlB,azlB,157,,,,No,,,repressor of the azlBCD operon (Lrp family), J Bacteriol 1997 Sep;179(17):5448-57
BG12285,yrdF,yrdF,91,YRDFc,Dr. Ogasawara,No,,,,similar to ribonuclease inhibitor,
BG11929,cypA,cypA,410,,,,No,,,cytochrome P450-like enzyme, J Bacteriol 1997 Sep;179(17):5448-57
BG12284,yrdD,yrdD,49,YRDDc,Dr. Ogasawara,No,,,,function unknown and unique,
BG12283,yrdC,yrdC,187,YRDCd,Dr. Sato,No,,,,conserved protein,
BG12282,yrdB,yrdB,123,BFS2087,Dr. Schumann,No,,,,conserved membrane protein,
BG12281,yrdA,yrdA,167,BFS2088,Dr. Schumann,No,,,,conserved protein,
BG11037,aadK,aadK,284,,,,No,,,aminoglycoside 6-adenylyltransferase,FEMS Microbiol Lett 1993 Nov 15;114(1):47-52
BG12305,yrpB,yrpB,347,BFS2089,Dr. Schumann,No,,,,similar to 2-nitropropane dioxygenase,
BG12306,yrpC,yrpC,265,BFS2090,Dr. Schumann,No,,,,glutamate racemase,
BG12307,yrpD,yrpD,235,BFS2091,Dr. Schumann,No,,,,similar to B. subtilis YncM,
BG12308,yrpE,yrpE,251,BFS57,Dr. Ehrlich,No,,,,conserved protein,
BG11976,sigZ,sigZ,176,BFS76,Dr. Ehrlich,No,,,,RNA polymerase ECF-type sigma factor,
BG12309,yrpG,yrpG,316,BFS76,Dr. Ehrlich,No,,,,similar to sugar-phosphate dehydrogenase,
BG12279,yraO,yraO,438,BFS76,Dr. Ehrlich,No,,,,similar to citrate transporter,
BG12278,yraN,yraN,289,BFS435/404,Dr. Mellado,No,,,,probable transcriptional regulator (LysR family),
BG12277,yraM,yraM,367,BFS408,Dr. Mellado,No,,,,conserved protein,
BG11923,csn,csn,277,BFS411,Dr. Mellado,No,,,,chitosanase,
BG12276,yraL,yraL,87,YRALc,Dr. Ogasawara,No,,,,conserved protein,
BG12275,yraK,yraK,229,BFS407,Dr. Mellado,No,,,,conserved protein,
BG12274,yraJ,yraJ,120,BFS431,Dr. Mellado,No,,,,conserved protein,
BG12273,yraI,yraI,144,BFS420,Dr. Mellado,No,,,,conserved protein,
BG12272,yraH,yraH,128,BFS406,Dr. Mellado,No,,,,conserved protein,
BG12271,yraG,yraG,81,YRAGc,Dr. Ogasawara,No,,,,similar to spore coat protein,
BG12270,yraF,yraF,122,BFS432,Dr. Mellado,No,,,,similar to spore coat protein,
BG11902,adhB,adhB,378,BFS434/403,Dr. Mellado,No,,,,alcohol dehydrogenase,
BG13780,yraE,yraE,65,YRAEc,Dr. Ogasawara,No,,,,similar to spore coat protein,
BG13779,yraD,yraD,99,YRADc,Dr. Ogasawara,No,,,,similar to spore coat protein,
BG13777,yraB,yraB,140,BFS409,Dr. Mellado,No,,,,probable transcriptional regulator (MerR family),
BG12562,adhA,adhA,349,BFS433/402,Dr. Mellado,No,,,,NADP-dependent alcohol dehydrogenase,
BG13776,yraA,yraA,169,BFS410,Dr. Mellado,No,,,,conserved protein,
BG10320,sacC,sacC,677,,,,No,,,levanase,J Bacteriol  1989  171:1885-1892
BG10319,levG,levG,275,,,,No,,,PTS fructose-specific enzyme IID component,J Mol Biol 1990 Aug 5;214(3):657-71
BG10318,levF,levF,269,,,,No,,,PTS fructose-specific enzyme IIC component,J Mol Biol 1990 Aug 5;214(3):657-71
BG10317,levE,levE,162,,,,No,,,PTS fructose-specific enzyme IIB component,J Mol Biol 1990 Aug 5;214(3):657-71
BG10316,levD,levD,146,,,,No,,,PTS fructose-specific enzyme IIA component,J Mol Biol 1990 Aug 5;214(3):657-71
BG10677,levR,levR,938,,,,No,,,transcriptional activator of the levanase operon (NifA family),J Mol Biol 1990 Aug 5;214(3):657-71
BG12556,aapA,aapA,459,BFS401,Dr. Mellado,No,,,,amino acid permease aapA,
BG12304,yrhP,yrhP,210,YRHPd,Dr. Sato,No,,,,RhtB subfamily of amino-acid-efflux protein,
BG12303,yrhO,yrhO,275,YRHOd,Dr. Sato,No,,,,similar to cyclodextrin metabolism protein,
BG11974,sigV,sigV,166,BFS59,Dr. Ehrlich,No,,,,RNA polymerase ECF-type sigma factor,
BG12302,yrhM,yrhM,285,BFS60,Dr. Ehrlich,No,,,,similar to anti-sigma factor,
BG12301,yrhL,yrhL,634,BFS61,Dr. Ehrlich,No,,,,putative acyltransferase,
BG12300,yrhK,yrhK,96,BFS62,Dr. Ehrlich,No,,,,function unknown and unique,
BG12299,yrhJ,cyp102A3,1054,BFS78,Dr. Ehrlich,No,,,,cytochrome P450 / NADPH-ferrihemoprotein reductase,
BG12298,yrhI,bscR,194,BFS77/92,Dr. Ehrlich,No,,,,repressor of the bscR-CYP102A3 operon,
BG12297,yrhH,yrhH,180,YRHHd,Dr. Ogasawara,No,,,,similar to methyltransferase,
BG13819,yrzI,yrzI,49,YRZIc,Dr. Ogasawara,No,,,,function unknown and unique,
BG12296,yrhG,yrhG,266,BFS63,Dr. Ehrlich,No,,,,putative formate-nitrite transporter,
BG12295,yrhF,yrhF,122,BFS64,Dr. Hecker,No,,,,conserved protein,
BG12294,yrhE,yrhE,980,BFS75,Dr. Ehrlich,No,,,,similar to formate dehydrogenase,
BG12293,yrhD,yrhD,160,BFS65,Dr. Hecker,No,,,,conserved protein,
BG12292,yrhC,yrhC,76,BFS2061,Dr. Schumann,No,,,,function unknown and unique,
BG12291,yrhB,yrhB,379,BFS2062,Dr. Schumann,No,,,,cystathionine gamma-lyase,
BG12290,yrhA,yrhA,307,BFS2063,Dr. Schumann,No,,,,similar to cysteine synthase,
BG13800,mtn,mthA,231,BFS2064,Dr. Schumann,No,,,,5'-methylthioadenosine nucleosidase / S-adenosylhomocysteine nucleosidase,
BG13799,yrrT,yrrT,213,BFS2065,Dr. Schumann,No,,,,probable S-adenosylmethionine-dependent methyltransferase,
BG13811,yrzA,yrzA,67,YRZAc,Dr. Ogasawara,No,,,,conserved protein,
BG13798,yrrS,yrrS,233,BFS2067,Dr. Schumann,No,,,,conserved protein,
BG13797,yrrR,yrrR,584,BFS2068,Dr. Schumann,No,,,,similar to penicillin-binding protein,
BG19019,greA,greA,157,GREAd,Dr. Ogasawara,No,,,,transcription elongation factor,
BG12696,udk,udk,211,UDKd,Dr. Ogasawara,No,,,,uridine kinase,
BG13796,yrrO,yrrO,422,BFS2069,Dr. Schumann,No,,,,similar to protease,
BG13795,yrrN,yrrN,309,BFS2070,Dr. Schumann,No,,,,similar to protease,
BG13794,yrrM,yrrM,217,BFS2071,Dr. Schumann,No,,,,similar to caffeoyl-CoA O-methyltransferase,
BG13793,yrrL,yrrL,360,BFS2072,Dr. Schumann,No,,,,conserved protein,
BG13812,yrzB,yrzB,93,BFS2073,Dr. Schumann,No,,,,conserved protein,
BG13792,yrrK,yrrK,138,YRRKd,Dr. Sato,No,,,,conserved protein,
BG14184,yrzL,yrzL,88,YRZLc,Dr. Ogasawara,No,,,,conserved protein,
BG12563,alaS,alaS,878,,,,,Yes,,alanyl-tRNA synthetase,
BG13791,yrrI,yrrI,353,BFS2075,Dr. Schumann,No,,,,conserved protein,
BG11485,glnQ,glnQ,242,,,,,No,,glutamine transport system ATP-binding protein,
BG11486,glnH,glnH,273,,,,,No,,glutamine transport system substrate-binding protein,
BG11487,glnM,glnM,216,,,,,No,,glutamine transport system permease protein,
BG11488,glnP,glnP,218,,,,,No,,glutamine transport system permease protein,
BG13790,yrrD,yrrD,174,BFS2076,Dr. Schumann,No,,,,conserved protein,
BG13789,yrrC,yrrC,798,BFS2077,Dr. Schumann,No,,,,similar to exodeoxyribonuclease V alpha subunit,
BG13788,yrrB,yrrB,206,BFS2078,Dr. Schumann,No,,,,conserved protein,
BG13787,trmU,trmU,374,YRRAp,Dr. Ogasawara,Yes,,,,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase, eesential protein","Nat Biotechnol 1998, 16:851-6."
BG13809,yrvO,yrvO,379,BFS2039,Dr. Schumann,Yes,,,,iron-sulfur cofactor synthesis protein homolog,
BG13813,yrzC,yrzC,111,YRZCd,Dr. Sato,No,,,,putative transcriptional regulator,
BG13808,yrvN,yrvN,421,BFS2038,Dr. Schumann,No,,,,conserved protein,
BG13807,yrvM,yrvM,254,BFS2037,Dr. Schumann,No,,,,conserved protein,
BG12572,aspS,aspS,592,,,,,Yes,,aspartyl-tRNA synthetase,
BG12605,hisS,hisS,424,HISSp,Dr. Ogasawara,Yes,,,,histidyl-tRNA synthetase,
BG13820,yrzK,yrzK,56,,,,,,,function unknown and unique,
BG13806,yrvJ,yrvJ,518,BFS2036,Dr. Schumann,No,,,,"N-acetylmuramoyl-L-alanine amidase, peptidoglycan hydrolase, LytC amidase family",
BG13805,yrvI,yrvI,132,BFS2035,Dr. Schumann,No,,,,D-tyrosyl-tRNA(Tyr) deacylase-like protein,
BG12665,relA,relA,734,,,,No,,,GTP pyrophosphokinase,Mol Microbiol 1997 Oct;26(1):65-79
BG12568,apt,apt,170,,,,No,,,adenine phosphoribosyltransferase,J Bacteriol 1987 Jul;169(7):2977-83
BG13804,yrvE,recJ,786,YRVEd,Dr. Sato,No,,,,Mg2+-dependent ssDNA specific 5'-3' exonuclease,
BG13803,yrvD,yrvD,107,YRVDd,Dr. Sato,No,,,,conserved protein,
BG13802,yrvC,yrvC,165,YRVCd,Dr. Sato,No,,,,conserved protein,
BG12672,secDF,secDF,737,YRVBd,Dr. Sato,No,,,,protein-export membrane protein,J Biol Chem 1998 Aug 14;273(33):21217-24
BG13814,yrzD,yrzD,98,YRZDc,Dr. Ogasawara,No,,,,conserved protein,
BG10778,spoVB,spoVB,518,,,,No,,,"stage V sporulation protein B (spore cortex synthesis), putative polysaccharide transporter",J Bacteriol 1991 Dec;173(24):7942-9
BG13786,yrbG,yrbG,218,BFS2033,Dr. Schumann,No,,,,conserved membrane protein,
BG13815,yrzE,yrzE,150,YRZEd,Dr. Sato,No,,,,conserved membrane protein,
BG13785,yrbF,yrbF,89,YRBFc,Dr. Ogasawara,No,,,,preprotein translocase subunit YajC homolog,
BG12686,tgt,tgt,381,TGTd,Dr. Ogasawara,No,,,,tRNA-guanine transglycosylase,
BG12662,queA,queA,342,QUEAd,Dr. Ogasawara,No,,,,S-adenosylmethionine tRNA ribosyltransferase,
BG12669,ruvB,ruvB,334,,,,No,,,Holliday junction DNA helicase,"Dervyn, Personal communication"
BG11973,ruvA,ruvA,201,,,,No,,,Holliday junction DNA helicase,"Dervyn, Personal communication"
BG11917,bofC,bofC,170,,,,No,,,forespore regulator of the sigma-K checkpoint,Microbiology 1997 Jan;143 ( Pt 1):157-70
BG11922,csbX,csbX,435,,,,No,,,alpha-ketoglutarate permease,Gene 1997 Mar 25;188(1):29-33
BG12280,yrbE,yrbE,341,BFS2031,Dr. Schumann,No,,,,putative oxidoreductase,
BG13816,yrzF,yrzF,130,YRZFd,Dr. Sato,No,,,,probable serine/threonine-protein kinase,
BG13817,yrzG,yrzG,73,YRZGc,Dr. Ogasawara,No,,,,function unknown and unique,
BG13818,yrzH,yrzH,43,YRZHc,Dr. Ogasawara,No,,,,function unknown and unique,
BG13784,yrbD,yrbD,484,BFS2030,Dr. Schumann,No,,,,similar to sodium/proton-dependent alanine carrier protein,
BG13783,yrbC,yrbC,240,BFS2029,Dr. Schumann,No,,,,conserved protein,
BG13782,coxA,coxA,172,BFS2028,Dr. Schumann,No,,,,spore cortex protein,
BG13781,safA,safA,387,BFS2027,Dr. Schumann,No,,,,SpoVID associated factor A,
BG12629,nadA,nadA,368,NADAd,Dr. Ogasawara,No,,,,quinolinate synthetase,
BG10868,nadC,nadC,289,NADCd,Dr. Ogasawara,No,,,,nicotinate-nucleotide pyrophosphorylase,
BG10867,nadB,nadB,531,NADBd,Dr. Ogasawara,No,,,,L-aspartate oxidase,
BG10866,nifS,nifS,395,,,,No,,,nifS protein homolog, J Bacteriol 1993 Mar;175(5):1423-32
BG10865,yrxA,yrxA,178,BFS2034,Dr. Schumann,No,,,,conserved protein,
BG10914,pheA,pheA,285,,,,,No,,prephenate dehydratase,
BG10913,pheB,pheB,147,,,,,No,,chorismate mutase,
BG10337,obg,obg,428,,Dr. Ogasawara,Yes,,,,"GTP binding protein, eesential protein",J Bacteriol 1994 Dec;176(23):7155-60
BG10336,spo0B,spo0B,192,,,,No,,,sporulation initiation phosphotransferase,J.Gen. Microbiol. 134:3249-3257 (1988)
BG10335,rpmA,rpmA,94,,,,,Yes,,50S ribosomal protein L27,
BG10334,ysxB,ysxB,112,BFS2440,Dr. Harwood,No,,,,conserved protein,
BG10333,rplU,rplU,102,,,,,Yes,,50S ribosomal protein L21,
BG10332,spoIVFB,spoIVFB,288,,,,No,,,"membrane-embedded metalloprotease, pro-sigma-K processing enzyme",J Mol Biol 1991 221:1237-56
BG10331,spoIVFA,spoIVFA,264,,,,No,,,inhibitor of SpoIVFB,J Mol Biol 1991 221:1237-56
BG10330,minD,minD,268,,,,No,,,septum site-determining protein,Mol Microbiol 1993 7:601-10
BG10329,minC,minC,226,,,,No,,,septum site-determining protein,Mol Microbiol 1993 7:601-10
BG10328,mreD,mreD,172,,,,No,,,shape-determining protein, J Bacteriol 1992 Nov;174(21):6729-42
BG10327,mreC,mreC,290,MRECp,Dr. Ogasawara,Yes,,,,cell-shape determining protein,
BG10326,mreB,mreB,337,MREBp,Dr. Ogasawara,Yes,,,,cell-shape determining protein,
BG10325,radC,radC,231,BFS2429,Dr. Harwood,No,,,,similar to DNA repair protein,
BG10324,maf,maf,189,,,,No,,,septum formation protein, J Bacteriol 1993 May;175(10):3139-45
BG10912,spoIIB,spoIIB,332,,,,No,,,stage II sporulation protein B (endospore development),J Bacteriol 1993 175:528-40
BG10323,comC,comC,248,,,,No,,,"late competence protein required for processing and translocation of ComGC, ComGD, ComGE, ComGG [leader peptidase (prepilin peptidase) / N-methyltransferase]",J bacteriol 1989 171:6043-51
