Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Gene Function,Protein ID,%GC,K12 Homolog ,Call in Keio Collection,COG,,,,,,,,,,,,,,,,,,,,,,,
4119,EDL933_RS19715,chromosome,protein_coding,protein_coding,40,73,37,Neutral,transcriptional regulator,WP_000201060.1,52.8,b2837,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
4120,EDL933_RS19720,chromosome,protein_coding,protein_coding,51,75,32,Neutral,diaminopimelate decarboxylase,WP_001120698.1,52.8,b2838,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4121,EDL933_RS19725,chromosome,protein_coding,protein_coding,44,75,26,Neutral,LysR family transcriptional regulator,WP_000741836.1,53.3,b2839,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4122,EDL933_RS19730,chromosome,protein_coding,protein_coding,27,78,35,Neutral,aspartate/glutamate racemase,WP_000848664.1,50.6,b2840,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4123,EDL933_RS19735,chromosome,protein_coding,protein_coding,68,75,39,Neutral,arabinose-proton symporter,WP_000256438.1,51.2,b2841,Not Essential,GEPR,,,,,,,,,,,,,,,,,,,,,,,
4124,EDL933_RS19740,chromosome,protein_coding,protein_coding,30,67,26,Neutral,2-deoxy-D-gluconate 3-dehydrogenase,WP_000603526.1,52.2,b2842,Not Essential,IQR,,,,,,,,,,,,,,,,,,,,,,,
4125,EDL933_RS19745,chromosome,protein_coding,protein_coding,47,79,28,Neutral,5-keto-4-deoxyuronate isomerase,WP_000383257.1,49.8,b2843,Not Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4126,EDL933_RS19750,chromosome,protein_coding,protein_coding,46,61,25,Neutral,acetyl-CoA C-acetyltransferase,WP_000656027.1,53.4,b2844,Not Essential,I,,,,,,,,,,,,,,,,,,,,,,,
4127,EDL933_RS19755,chromosome,protein_coding,protein_coding,86,55,23,Neutral,transporter,WP_000065950.1,44.4,b2845,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4128,EDL933_RS19760,chromosome,protein_coding,protein_coding,52,17,13,Underrepresented,helix-turn-helix transcriptional regulator,WP_001310229.1,37.3,b2846,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4129,EDL933_RS13930,chromosome,protein_coding,protein_coding,57,46,11,Regional,cytochrome c-type protein TorY,WP_001214277.1,47.7,b1873,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4130,EDL933_RS19770,chromosome,protein_coding,protein_coding,45,9,14,Underrepresented,hypothetical protein,WP_000584457.1,31.7,b2848,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4131,EDL933_RS32710,chromosome,protein_coding,protein_coding,8,0,0,Underrepresented,hypothetical protein,WP_000655821.1,25.9,b4683,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4132,EDL933_RS19775,chromosome,protein_coding,protein_coding,28,18,3,Underrepresented,hypothetical protein,WP_000350591.1,33.6,b2849,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4133,EDL933_RS19780,chromosome,protein_coding,protein_coding,18,11,3,Underrepresented,hypothetical protein,WP_001301963.1,30.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4134,EDL933_RS19785,chromosome,protein_coding,protein_coding,24,17,11,Underrepresented,hypothetical protein,WP_001301748.1,26.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4135,EDL933_RS19790,chromosome,protein_coding,protein_coding,46,9,4,Underrepresented,hypothetical protein,WP_000804528.1,31.9,b2850,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4136,EDL933_RS19795,chromosome,protein_coding,protein_coding,50,10,6,Underrepresented,hypothetical protein,WP_000379288.1,32.9,b2851,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4137,EDL933_RS19800,chromosome,protein_coding,protein_coding,22,27,3,Underrepresented,hypothetical protein,WP_001062242.1,29.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4138,EDL933_RS19805,chromosome,protein_coding,protein_coding,119,12,5,Underrepresented,transcriptional regulator,WP_000362678.1,34.6,b2852,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4139,EDL933_RS19810,chromosome,protein_coding,protein_coding,20,0,0,Underrepresented,hypothetical protein,WP_000184089.1,32.9,b2853,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4140,EDL933_RS19815,chromosome,protein_coding,protein_coding,44,18,3,Underrepresented,peptidoglycan-binding protein,WP_001301847.1,34.1,b2854,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4141,EDL933_RS19820,chromosome,protein_coding,protein_coding,55,6,1,Underrepresented,LuxR family transcriptional regulator,WP_000516280.1,36.5,b2856,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4142,EDL933_RS19825,chromosome,protein_coding,protein_coding,33,9,5,Underrepresented,hypothetical protein,WP_000606434.1,32.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4143,EDL933_RS19830,chromosome,protein_coding,protein_coding,19,5,2,Underrepresented,hypothetical protein,WP_001303642.1,30.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4144,EDL933_RS31165,chromosome,protein_coding,protein_coding,51,18,8,Underrepresented,type III secretion apparatus protein OrgA/MxiK,WP_001303643.1,34.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4145,EDL933_RS19840,chromosome,protein_coding,protein_coding,65,17,4,Underrepresented,EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein,WP_000875246.1,36.5,---,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
4146,EDL933_RS19845,chromosome,protein_coding,protein_coding,21,14,8,Underrepresented,hypothetical protein,WP_000116719.1,38.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4147,EDL933_RS19850,chromosome,protein_coding,protein_coding,17,0,0,Underrepresented,type III secretion system needle complex protein,WP_000796272.1,39.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4148,EDL933_RS32715,chromosome,protein_coding,protein_coding,72,8,7,Underrepresented,enterotoxin,WP_072140330.1,32.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4149,EDL933_RS32720,chromosome,protein_coding,protein_coding,30,23,6,Underrepresented,type III secretion protein,WP_077626210.1,33.9,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4150,EDL933_RS19860,chromosome,protein_coding,protein_coding,41,15,6,Underrepresented,transcriptional regulator,WP_001195864.1,33.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4151,EDL933_RS19865,chromosome,protein_coding,protein_coding,21,14,3,Underrepresented,invasion protein,WP_032101974.1,38.6,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4152,EDL933_RS19870,chromosome,protein_coding,protein_coding,94,12,5,Underrepresented,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,WP_001284737.1,33.1,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
4153,EDL933_RS19880,chromosome,pseudogene,pseudogene,73,10,17,Underrepresented,EscT/YscT/HrcT family type III secretion system export apparatus protein,---,39.1,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
4154,EDL933_RS19885,chromosome,protein_coding,protein_coding,20,10,2,Underrepresented,EscS/YscS/HrcS family type III secretion system export apparatus protein,WP_000341004.1,38.3,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
4155,EDL933_RS19890,chromosome,protein_coding,protein_coding,61,10,4,Underrepresented,EscR/YscR/HrcR family type III secretion system export apparatus protein,WP_000071545.1,34.5,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
4156,EDL933_RS19895,chromosome,protein_coding,protein_coding,77,13,6,Underrepresented,YscQ/HrcQ family type III secretion apparatus protein,WP_001303644.1,35.7,---,Not Essential,NU,,,,,,,,,,,,,,,,,,,,,,,
4157,EDL933_RS14080,chromosome,protein_coding,protein_coding,28,32,12,Regional,non-heme ferritin,WP_000917208.1,43.0,b1905,Not Essential,P,,,,,,,,,,,,,,,,,,,,,,,
4158,EDL933_RS19905,chromosome,protein_coding,protein_coding,12,0,0,Underrepresented,hypothetical protein,WP_000344657.1,35.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4159,EDL933_RS19910,chromosome,protein_coding,protein_coding,32,16,3,Underrepresented,type III secretion protein,WP_001302213.1,37.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4160,EDL933_RS19915,chromosome,protein_coding,protein_coding,75,59,17,Neutral,ATP synthase SpaL,WP_010904892.1,44.6,---,Not Essential,NU,,,,,,,,,,,,,,,,,,,,,,,
4161,EDL933_RS19920,chromosome,protein_coding,protein_coding,174,20,9,Underrepresented,EscV/YscV/HrcV family type III secretion system export apparatus protein,WP_000482518.1,37.4,---,Not Essential,N,,,,,,,,,,,,,,,,,,,,,,,
4162,EDL933_RS19925,chromosome,protein_coding,protein_coding,87,14,4,Underrepresented,YopN family type III secretion system gatekeeper subunit,WP_000974434.1,36.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4163,EDL933_RS14085,chromosome,protein_coding,protein_coding,10,30,33,Regional,DUF2492 domain-containing protein,WP_000377224.1,46.3,b1906,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4164,EDL933_RS19935,chromosome,protein_coding,protein_coding,58,19,6,Underrepresented,AraC family transcriptional regulator,WP_000568779.1,38.5,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4165,EDL933_RS19940,chromosome,protein_coding,protein_coding,18,22,4,Underrepresented,GhoT/OrtT family toxin,WP_001301699.1,36.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4166,EDL933_RS14395,chromosome,pseudogene,pseudogene,17,53,13,Regional,GNAT family N-acetyltransferase,---,46.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4167,EDL933_RS19955,chromosome,RNA,tRNA,4,100,14,Neutral,tRNA-Gly,---,56.8,b2864,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4168,EDL933_RS19960,chromosome,protein_coding,protein_coding,42,69,55,Neutral,lipoprotein,WP_001272558.1,51.3,b2865,Not Essential,M,,,,,,,,,,,,,,,,,,,,,,,
4169,EDL933_RS31170,chromosome,pseudogene,pseudogene,13,69,11,Neutral,formate dehydrogenase,---,37.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4170,EDL933_RS19965,chromosome,protein_coding,protein_coding,99,74,36,Neutral,xanthine dehydrogenase molybdenum-binding subunit XdhA,WP_000388107.1,53.0,b2866,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4171,EDL933_RS19970,chromosome,protein_coding,protein_coding,30,83,23,Neutral,xanthine dehydrogenase FAD-binding subunit,WP_000459192.1,53.4,b2867,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4172,EDL933_RS19975,chromosome,protein_coding,protein_coding,19,68,32,Neutral,xanthine dehydrogenase iron-sulfur-binding subunit,WP_001016612.1,52.1,b2868,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4173,EDL933_RS19980,chromosome,protein_coding,protein_coding,96,55,22,Neutral,sigma-54-dependent Fis family transcriptional regulator,WP_000417831.1,45.8,b2869,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4174,EDL933_RS19985,chromosome,protein_coding,protein_coding,55,76,31,Neutral,knotted carbamoyltransferase YgeW,WP_000978553.1,49.7,b2870,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4175,EDL933_RS19990,chromosome,protein_coding,protein_coding,37,70,36,Neutral,PLP-dependent lyase/thiolase,WP_000110493.1,53.6,b2871,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4176,EDL933_RS19995,chromosome,protein_coding,protein_coding,56,71,31,Neutral,YgeY family selenium metabolism-linked hydrolase,WP_001107125.1,51.7,b2872,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4177,EDL933_RS20000,chromosome,protein_coding,protein_coding,55,71,34,Neutral,D-phenylhydantoinase,WP_001264452.1,53.2,b2873,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
4178,EDL933_RS20005,chromosome,protein_coding,protein_coding,42,79,21,Neutral,carbamate kinase,WP_000038002.1,49.3,b2874,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4179,EDL933_RS20010,chromosome,protein_coding,protein_coding,56,82,18,Neutral,hypothetical protein,WP_001020355.1,52.5,b2875,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
4180,EDL933_RS14430,chromosome,protein_coding,protein_coding,45,36,22,Regional,flagellum-specific ATP synthase FliI,WP_000213294.1,58.3,b1941,Not Essential,NU,,,,,,,,,,,,,,,,,,,,,,,
4181,EDL933_RS20020,chromosome,protein_coding,protein_coding,41,24,6,Underrepresented,molybdenum cofactor cytidylyltransferase,WP_001272853.1,43.2,b2877,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
4182,EDL933_RS20025,chromosome,protein_coding,protein_coding,122,76,38,Neutral,putative selenate reductase subunit YgfK,WP_000502397.1,52.1,b2878,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4183,EDL933_RS20030,chromosome,protein_coding,protein_coding,47,70,27,Neutral,chlorohydrolase/aminohydrolase,WP_000906298.1,52.6,b2879,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4184,EDL933_RS20035,chromosome,protein_coding,protein_coding,25,68,21,Neutral,molybdopterin-dependent oxidoreductase FAD-binding subunit,WP_000572462.1,54.4,b2880,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4185,EDL933_RS20040,chromosome,protein_coding,protein_coding,124,69,33,Neutral,molybdopterin-dependent oxidoreductase Mo/Fe-S-binding subunit,WP_000583635.1,52.9,b2881,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4186,EDL933_RS20045,chromosome,protein_coding,protein_coding,75,80,24,Neutral,xanthine permease XanQ,WP_001280192.1,48.9,b2882,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
4187,EDL933_RS20050,chromosome,protein_coding,protein_coding,61,72,25,Neutral,guanine deaminase,WP_010917852.1,48.9,b2883,Not Essential,FR,,,,,,,,,,,,,,,,,,,,,,,
4188,EDL933_RS20055,chromosome,protein_coding,protein_coding,67,69,24,Neutral,guanine/hypoxanthine permease GhxQ,WP_000012163.1,52.9,b4464,Not Essential,F,,,,,,,,,,,,,,,,,,,,,,,
4189,EDL933_RS20060,chromosome,protein_coding,protein_coding,7,57,44,Neutral,oxidoreductase,WP_000990620.1,56.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4190,EDL933_RS20065,chromosome,protein_coding,protein_coding,74,73,26,Neutral,oxidoreductase (Fe-S)-binding subunit,WP_001322328.1,52.8,b2887,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4191,EDL933_RS31175,chromosome,protein_coding,protein_coding,3,33,5,Neutral,hypothetical protein,WP_001317296.1,47.1,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4192,EDL933_RS20075,chromosome,protein_coding,protein_coding,83,68,24,Neutral,purine permease,WP_001303646.1,49.1,b2888,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4193,EDL933_RS20080,chromosome,protein_coding,protein_coding,9,89,13,Neutral,hypothetical protein,WP_001010156.1,34.9,b4684,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4194,EDL933_RS20085,chromosome,protein_coding,protein_coding,23,65,32,Neutral,isopentenyl-diphosphate Delta-isomerase,WP_001192814.1,50.5,b2889,Not Essential,CIR,,,,,,,,,,,,,,,,,,,,,,,
4195,EDL933_RS20090,chromosome,protein_coding,protein_coding,61,3,17,Underrepresented,lysine--tRNA ligase,WP_000003075.1,52.4,b2890,Not Essential,J,,,,,,,,,,,,,,,,,,,,,,,
4196,EDL933_RS20095,chromosome,pseudogene,pseudogene,38,0,0,Underrepresented,peptide chain release factor 2,---,53.5,b2891,Essential,J,,,,,,,,,,,,,,,,,,,,,,,
4197,EDL933_RS20100,chromosome,protein_coding,protein_coding,53,62,24,Neutral,single-stranded-DNA-specific exonuclease RecJ,WP_000813185.1,57.0,b2892,Not Essential,L,,,,,,,,,,,,,,,,,,,,,,,
4198,EDL933_RS20105,chromosome,protein_coding,protein_coding,34,74,41,Neutral,thiol:disulfide interchange protein DsbC,WP_000715214.1,48.2,b2893,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
4199,EDL933_RS20110,chromosome,protein_coding,protein_coding,35,46,8,Neutral,tyrosine recombinase XerD,WP_000806640.1,53.0,b2894,Not Essential,LX,,,,,,,,,,,,,,,,,,,,,,,
4200,EDL933_RS20115,chromosome,protein_coding,protein_coding,22,68,23,Neutral,flavodoxin-2,WP_001055874.1,52.3,b2895,Not Essential,C,,,,,,,,,,,,,,,,,,,,,,,
4201,EDL933_RS20120,chromosome,protein_coding,protein_coding,14,64,32,Neutral,membrane protein,WP_000244781.1,53.9,b2896,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4202,EDL933_RS20125,chromosome,protein_coding,protein_coding,8,75,7,Neutral,antitoxin CptB,WP_000354046.1,48.7,b2897,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
4203,EDL933_RS20130,chromosome,protein_coding,protein_coding,36,8,72,Underrepresented,tRNA-modifying protein YgfZ,WP_000886053.1,54.2,b2898,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
4204,EDL933_RS20135,chromosome,protein_coding,protein_coding,31,77,28,Neutral,hemolysin III family protein,WP_000250274.1,52.4,b2899,Not Essential,U,,,,,,,,,,,,,,,,,,,,,,,
4205,EDL933_RS20140,chromosome,protein_coding,protein_coding,9,56,14,Neutral,ASCH domain-containing protein,WP_001182957.1,45.5,b2900,Not Essential,S,,,,,,,,,,,,,,,,,,,,,,,
4206,EDL933_RS20145,chromosome,protein_coding,protein_coding,70,79,33,Neutral,6-phospho-beta-glucosidase,WP_001301828.1,50.6,b2901,Not Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4207,EDL933_RS20150,chromosome,protein_coding,protein_coding,105,61,25,Neutral,glycine dehydrogenase,WP_000195009.1,55.7,b2903,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4208,EDL933_RS20155,chromosome,protein_coding,protein_coding,18,67,35,Neutral,glycine cleavage system protein H,WP_001295377.1,52.3,b2904,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4209,EDL933_RS20160,chromosome,protein_coding,protein_coding,32,78,28,Neutral,aminomethyltransferase,WP_000068725.1,54.5,b2905,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4210,EDL933_RS20165,chromosome,protein_coding,protein_coding,45,51,14,Neutral,FAD-dependent 2-octaprenylphenol hydroxylase,WP_001192179.1,55.0,b2906,Not Essential,HC,,,,,,,,,,,,,,,,,,,,,,,
4211,EDL933_RS20170,chromosome,protein_coding,protein_coding,28,14,3,Underrepresented,2-octaprenyl-6-methoxyphenyl hydroxylase,WP_000111185.1,59.5,b2907,Not Essential,HC,,,,,,,,,,,,,,,,,,,,,,,
4212,EDL933_RS20175,chromosome,protein_coding,protein_coding,52,54,24,Neutral,Xaa-Pro aminopeptidase,WP_001290122.1,53.2,b2908,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4213,EDL933_RS20180,chromosome,protein_coding,protein_coding,23,78,43,Neutral,YecA family protein,WP_001295378.1,50.8,b2909,Not Essential,S,,,,,,,,,,,,,,,,,,,,,,,
4214,EDL933_RS31180,chromosome,protein_coding,protein_coding,7,86,60,Neutral,hypothetical protein,WP_001307994.1,52.4,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4215,EDL933_RS20185,chromosome,protein_coding,protein_coding,11,91,19,Neutral,cell division protein ZapA,WP_001276008.1,47.0,b2910,Not Essential,D,,,,,,,,,,,,,,,,,,,,,,,
4216,EDL933_RS29275,chromosome,RNA,ncRNA,4,75,18,Neutral,6S RNA,---,55.4,b2911,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4217,EDL933_RS20190,chromosome,protein_coding,protein_coding,25,72,21,Neutral,5-formyltetrahydrofolate cyclo-ligase,WP_000192748.1,51.6,b2912,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
4218,EDL933_RS32730,chromosome,protein_coding,protein_coding,15,67,23,Neutral,hypothetical protein,WP_001303648.1,46.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4219,EDL933_RS31185,chromosome,protein_coding,protein_coding,7,100,36,Neutral,type I toxin-antitoxin system Ibs family toxin,WP_071524576.1,35.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4220,EDL933_RS20200,chromosome,protein_coding,protein_coding,47,75,19,Neutral,D-3-phosphoglycerate dehydrogenase,WP_001151604.1,52.8,b2913,Not Essential,HR,,,,,,,,,,,,,,,,,,,,,,,
4221,EDL933_RS20205,chromosome,protein_coding,protein_coding,20,0,0,Underrepresented,ribose-5-phosphate isomerase,WP_000189743.1,52.0,b2914,Not Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4222,EDL933_RS32735,chromosome,protein_coding,protein_coding,12,58,48,Neutral,hypothetical protein,WP_001299428.1,50.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4223,EDL933_RS20210,chromosome,protein_coding,protein_coding,29,66,16,Neutral,chromosome initiation inhibitor,WP_000828351.1,54.3,b2916,Not Essential,K,,,,,,,,,,,,,,,,,,,,,,,
4224,EDL933_RS32740,chromosome,pseudogene,pseudogene,5,80,22,Neutral,transposase,---,41.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4225,EDL933_RS20215,chromosome,protein_coding,protein_coding,75,76,33,Neutral,methylmalonyl-CoA mutase,WP_000064252.1,54.7,b2917,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4226,EDL933_RS20220,chromosome,protein_coding,protein_coding,41,66,42,Neutral,methylmalonyl Co-A mutase-associated GTPase MeaB,WP_000606493.1,53.8,b2918,Not Essential,O,,,,,,,,,,,,,,,,,,,,,,,
4227,EDL933_RS20225,chromosome,protein_coding,protein_coding,33,70,17,Neutral,methylmalonyl-CoA decarboxylase,WP_000122080.1,49.2,b2919,Not Essential,I,,,,,,,,,,,,,,,,,,,,,,,
4228,EDL933_RS20230,chromosome,protein_coding,protein_coding,54,69,20,Neutral,acetyl-CoA hydrolase,WP_000449938.1,53.1,b2920,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4229,EDL933_RS20235,chromosome,protein_coding,protein_coding,14,79,24,Neutral,transcriptional regulator,WP_001212188.1,46.8,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4230,EDL933_RS20240,chromosome,protein_coding,protein_coding,37,65,19,Neutral,LysR family transcriptional regulator,WP_000350812.1,42.7,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4231,EDL933_RS20245,chromosome,protein_coding,protein_coding,34,68,23,Neutral,oxidative stress defense protein,WP_000669834.1,52.4,b2922,Not Essential,S,,,,,,,,,,,,,,,,,,,,,,,
4232,EDL933_RS20250,chromosome,protein_coding,protein_coding,30,73,24,Neutral,arginine exporter protein ArgO,WP_000493360.1,50.6,b2923,Not Essential,E,,,,,,,,,,,,,,,,,,,,,,,
4233,EDL933_RS20255,chromosome,protein_coding,protein_coding,48,56,26,Neutral,small-conductance mechanosensitive channel,WP_000389818.1,49.8,b2924,Not Essential,M,,,,,,,,,,,,,,,,,,,,,,,
4234,EDL933_RS20260,chromosome,protein_coding,protein_coding,44,2,32,Underrepresented,class II fructose-bisphosphate aldolase,WP_000034372.1,51.0,b2925,Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4235,EDL933_RS20265,chromosome,protein_coding,protein_coding,46,4,13,Underrepresented,phosphoglycerate kinase,WP_001301560.1,52.5,b2926,Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4236,EDL933_RS20270,chromosome,protein_coding,protein_coding,44,75,43,Neutral,D-erythrose-4-phosphate dehydrogenase,WP_000218480.1,51.7,b2927,Not Essential,G,,,,,,,,,,,,,,,,,,,,,,,
4237,EDL933_RS31200,chromosome,protein_coding,protein_coding,1,100,12,Neutral,hypothetical protein,WP_001311115.1,50.0,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4238,EDL933_RS20275,chromosome,protein_coding,protein_coding,17,65,41,Neutral,DUF296 domain-containing protein,WP_000988700.1,55.1,---,Not Essential,R,,,,,,,,,,,,,,,,,,,,,,,
4239,EDL933_RS20280,chromosome,protein_coding,protein_coding,26,85,35,Neutral,transporter,WP_000124313.1,57.2,---,Not Essential,---,,,,,,,,,,,,,,,,,,,,,,,
4240,EDL933_RS20285,chromosome,protein_coding,protein_coding,33,58,46,Neutral,energy-coupling factor transporter transmembrane protein EcfT,WP_000553231.1,56.1,---,Not Essential,H,,,,,,,,,,,,,,,,,,,,,,,
