Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
2383,b2328,chromosome,Protein_Coding,protein_coding,27,59,32,Neutral,mepA,murein DD-endopeptidase,WP_001043825.1,Not Essential,,,,,,,
2384,b2329,chromosome,Protein_Coding,protein_coding,26,46,11,Neutral,aroC,chorismate synthase,WP_001333535.1,Not Essential,,,,,,,
2385,b2330,chromosome,Protein_Coding,protein_coding,38,18,14,Regional,prmB,N5-glutamine methyltransferase,WP_001300582.1,Not Essential,,,,,,,
2386,b2331,chromosome,Protein_Coding,protein_coding,12,67,28,Neutral,smrB,putative DNA endonuclease,WP_000730806.1,Not Essential,,,,,,,
2387,b2332,chromosome,Protein_Coding,protein_coding,51,78,37,Neutral,yfcO,DUF2544 family putative outer membrane protein,WP_000698745.1,Not Essential,,,,,,,
2388,b2333,chromosome,Protein_Coding,protein_coding,30,63,21,Neutral,yfcP,putative fimbrial-like adhesin protein,WP_001043398.1,Not Essential,,,,,,,
2389,b2334,chromosome,Protein_Coding,protein_coding,25,56,50,Neutral,yfcQ,putative fimbrial-like adhesin protein,WP_001232541.1,Not Essential,,,,,,,
2390,b2335,chromosome,Protein_Coding,protein_coding,31,65,28,Neutral,yfcR,putative fimbrial-like adhesin protein,WP_001311011.1,Not Essential,,,,,,,
2391,b2336,chromosome,Protein_Coding,protein_coding,31,65,43,Neutral,yfcS,putative periplasmic pilin chaperone,WP_001281606.1,Not Essential,,,,,,,
2392,b4661,chromosome,Pseudogene,pseudogene,125,68,34,Neutral,yfcU,---,---,Not Essential,,,,,,,
2393,b2339,chromosome,Protein_Coding,protein_coding,35,43,18,Neutral,yfcV,putative fimbrial-like adhesin protein,WP_000033316.1,Not Essential,,,,,,,
2394,b2340,chromosome,Protein_Coding,protein_coding,16,63,25,Neutral,sixA,phosphohistidine phosphatase,WP_001195819.1,Not Essential,,,,,,,
2395,b2341,chromosome,Protein_Coding,protein_coding,78,56,31,Neutral,fadJ,enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,WP_000426176.1,Not Essential,,,,,,,
2396,b2342,chromosome,Protein_Coding,protein_coding,48,58,18,Neutral,fadI,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",WP_000531952.1,Not Essential,,,,,,,
2397,b2343,chromosome,Protein_Coding,protein_coding,8,63,6,Neutral,yfcZ,UPF0381 family protein,WP_001296261.1,Not Essential,,,,,,,
2398,b2344,chromosome,Protein_Coding,protein_coding,77,57,24,Neutral,fadL,long-chain fatty acid outer membrane transporter,WP_001295701.1,Not Essential,,,,,,,
2399,b2345,chromosome,Protein_Coding,protein_coding,95,14,7,Underrepresented,yfdF,uncharacterized protein,WP_000937788.1,Not Essential,,,,,,,
2400,b2346,chromosome,Protein_Coding,protein_coding,36,50,29,Neutral,mlaA,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component",WP_000776765.1,Not Essential,,,,,,,
2401,b2347,chromosome,Protein_Coding,protein_coding,46,57,29,Neutral,yfdC,putative inner membrane protein,WP_000368140.1,Not Essential,,,,,,,
2402,b2348,chromosome,RNA,tRNA,6,33,3,Regional,argW,tRNA-Arg,---,Not Essential,,,,,,,
2403,b2349,chromosome,Protein_Coding,protein_coding,49,61,25,Neutral,intS,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,WP_000958671.1,Not Essential,,,,,,,
2404,b2350,chromosome,Protein_Coding,protein_coding,19,74,70,Neutral,gtrA,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,WP_000915541.1,Not Essential,,,,,,,
2405,b2351,chromosome,Protein_Coding,protein_coding,59,37,11,Regional,gtrB,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,WP_000703651.1,Not Essential,,,,,,,
2406,b2352,chromosome,Protein_Coding,protein_coding,163,7,5,Underrepresented,gtrS,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",WP_001030215.1,Not Essential,,,,,,,
2407,b2353,chromosome,Pseudogene,pseudogene,14,79,29,Neutral,tfaS,---,---,Not Essential,,,,,,,
2408,b2354,chromosome,Protein_Coding,protein_coding,21,62,13,Neutral,yfdK,CPS-53 (KpLE1) prophage; conserved protein,WP_001106835.1,Not Essential,,,,,,,
2409,b2355,chromosome,Pseudogene,pseudogene,30,50,21,Neutral,yfdL,---,---,Not Essential,,,,,,,
2410,b2356,chromosome,Pseudogene,pseudogene,10,70,43,Neutral,yfdM,---,---,Not Essential,,,,,,,
2411,b2357,chromosome,Protein_Coding,protein_coding,13,69,72,Neutral,yfdN,CPS-53 (KpLE1) prophage; uncharacterized protein,WP_001393497.1,Not Essential,,,,,,,
2412,b2358,chromosome,Pseudogene,pseudogene,17,59,37,Neutral,oweS,---,---,Not Essential,,,,,,,
2413,b2359,chromosome,Protein_Coding,protein_coding,11,55,10,Neutral,yfdP,CPS-53 (KpLE1) prophage; uncharacterized protein,WP_000135673.1,Not Essential,,,,,,,
2414,b2360,chromosome,Protein_Coding,protein_coding,36,31,15,Underrepresented,yfdQ,CPS-53 (KpLE1) prophage; uncharacterized protein,WP_000081278.1,Not Essential,,,,,,,
2415,b2361,chromosome,Protein_Coding,protein_coding,27,33,11,Regional,yfdR,CPS-53 (KpLE1) prophage; conserved protein,WP_000008183.1,Not Essential,,,,,,,
2416,b2362,chromosome,Protein_Coding,protein_coding,13,54,19,Neutral,yfdS,CPS-53 (KpLE1) prophage; uncharacterized protein,WP_001242717.1,Not Essential,,,,,,,
2417,b2363,chromosome,Protein_Coding,protein_coding,17,65,12,Neutral,yfdT,CPS-53 (KpLE1) prophage; uncharacterized protein,WP_000206809.1,Not Essential,,,,,,,
2418,b4545,chromosome,Pseudogene,pseudogene,3,33,70,Neutral,ypdJ,---,---,Not Essential,,,,,,,
2419,b4501,chromosome,Protein_Coding,protein_coding,11,55,18,Neutral,torI,response regulator inhibitor for tor operon,WP_001163428.1,Not Essential,,,,,,,
2420,b2364,chromosome,Protein_Coding,protein_coding,46,54,31,Neutral,dsdC,dsd operon activator; autorepressor,WP_001326971.1,Not Essential,,,,,,,
2421,b2365,chromosome,Protein_Coding,protein_coding,69,70,33,Neutral,dsdX,D-serine transporter,WP_000556048.1,Not Essential,,,,,,,
2422,b2366,chromosome,Protein_Coding,protein_coding,54,59,31,Neutral,dsdA,D-serine dehydratase,WP_000426427.1,Not Essential,,,,,,,
2423,b2367,chromosome,Protein_Coding,protein_coding,109,23,14,Regional,emrY,putative multidrug efflux system,WP_001018714.1,Not Essential,,,,,,,
2424,b2368,chromosome,Protein_Coding,protein_coding,86,30,9,Regional,emrK,multidrug resistance efflux pump membrane fusion protein,WP_000435167.1,Not Essential,,,,,,,
2425,b2369,chromosome,Protein_Coding,protein_coding,40,28,4,Underrepresented,evgA,response regulator in two-component regulatory system with EvgS,WP_000991370.1,Not Essential,,,,,,,
2426,b2370,chromosome,Protein_Coding,protein_coding,244,28,20,Regional,evgS,hybrid sensory histidine kinase in two-component regulatory system with EvgA,WP_001326970.1,Not Essential,,,,,,,
2427,b2371,chromosome,Protein_Coding,protein_coding,73,52,18,Neutral,yfdE,acetyl-CoA:oxalate CoA-transferase,WP_001296867.1,Not Essential,,,,,,,
2428,b2372,chromosome,Protein_Coding,protein_coding,64,25,20,Regional,yfdV,putative transporter,WP_000955028.1,Not Essential,,,,,,,
2429,b2373,chromosome,Protein_Coding,protein_coding,90,56,17,Neutral,oxc,"oxalyl CoA decarboxylase, ThDP-dependent",WP_001283490.1,Not Essential,,,,,,,
2430,b2374,chromosome,Protein_Coding,protein_coding,61,48,13,Regional,frc,"formyl-CoA transferase, NAD(P)-binding",WP_000106759.1,Not Essential,,,,,,,
2431,b2375,chromosome,Protein_Coding,protein_coding,30,43,50,Neutral,yfdX,uncharacterized protein,WP_000825600.1,Not Essential,,,,,,,
2432,b2376,chromosome,Protein_Coding,protein_coding,15,47,17,Regional,ypdI,putative lipoprotein involved in colanic acid biosynthesis,WP_000867631.1,Not Essential,,,,,,,
2433,b2377,chromosome,Protein_Coding,protein_coding,18,56,33,Neutral,yfdY,DUF2545 family putative inner membrane protein,WP_000609275.1,Not Essential,,,,,,,
2434,b2378,chromosome,Protein_Coding,protein_coding,37,51,40,Neutral,lpxP,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,WP_000484404.1,Not Essential,,,,,,,
2435,b4680,chromosome,Protein_Coding,protein_coding,5,60,20,Neutral,ypdK,inner membrane protein,WP_010723117.1,Not Essential,,,,,,,
2436,b2379,chromosome,Protein_Coding,protein_coding,50,68,30,Neutral,alaC,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,WP_000785931.1,Not Essential,,,,,,,
2437,b2380,chromosome,Protein_Coding,protein_coding,75,57,40,Neutral,ypdA,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system,WP_000544359.1,Not Essential,,,,,,,
2438,b2381,chromosome,Protein_Coding,protein_coding,31,74,48,Neutral,ypdB,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system,WP_001295458.1,Not Essential,,,,,,,
2439,b2382,chromosome,Protein_Coding,protein_coding,32,50,33,Neutral,ypdC,putative DNA-binding protein,WP_000646835.1,Not Essential,,,,,,,
2440,b2383,chromosome,Protein_Coding,protein_coding,91,60,49,Neutral,fryA,"putative PTS enzyme: Hpr, enzyme I and IIA components",WP_000955906.1,Not Essential,,,,,,,
2441,b2384,chromosome,Protein_Coding,protein_coding,23,65,27,Neutral,ypdE,aminopeptidase,WP_000366028.1,Not Essential,,,,,,,
2442,b2385,chromosome,Protein_Coding,protein_coding,30,60,41,Neutral,ypdF,Xaa-Pro aminopeptidase,WP_000173288.1,Not Essential,,,,,,,
2443,b2386,chromosome,Protein_Coding,protein_coding,50,60,59,Neutral,fryC,putative enzyme IIC component of PTS,WP_000985359.1,Not Essential,,,,,,,
2444,b2387,chromosome,Protein_Coding,protein_coding,12,58,11,Neutral,fryB,putative enzyme IIB component of PTS,WP_000038456.1,Not Essential,,,,,,,
2445,b2388,chromosome,Protein_Coding,protein_coding,38,55,28,Neutral,glk,glucokinase,WP_000170346.1,Not Essential,,,,,,,
2446,b2389,chromosome,Protein_Coding,protein_coding,55,58,19,Neutral,yfeO,putative ion channel protein,WP_000903148.1,Not Essential,,,,,,,
2447,b2390,chromosome,Protein_Coding,protein_coding,15,80,46,Neutral,ypeC,DUF2502 family putative periplasmic protein,WP_000490072.1,Not Essential,,,,,,,
2448,b2392,chromosome,Protein_Coding,protein_coding,48,67,40,Neutral,mntH,manganese/divalent cation transporter,WP_000186369.1,Not Essential,,,,,,,
2449,b2393,chromosome,Protein_Coding,protein_coding,40,45,61,Neutral,nupC,nucleoside (except guanosine) transporter,WP_000376337.1,Not Essential,,,,,,,
2450,b2394,chromosome,Protein_Coding,protein_coding,46,85,31,Neutral,insL1,IS186 transposase,WP_001300563.1,Not Essential,,,,,,,
2451,b2395,chromosome,Protein_Coding,protein_coding,103,62,31,Neutral,yfeA,putative diguanylate cyclase,WP_000497400.1,Not Essential,,,,,,,
2452,b2396,chromosome,RNA,tRNA,3,33,33,Neutral,alaX,tRNA-Ala,---,Not Essential,,,,,,,
2453,b2397,chromosome,RNA,tRNA,3,33,17,Neutral,alaW,tRNA-Ala,---,Not Essential,,,,,,,
2454,b2398,chromosome,Protein_Coding,protein_coding,14,57,17,Neutral,yfeC,DUF1323 family putative DNA-binding protein,WP_001296278.1,Not Essential,,,,,,,
2455,b2399,chromosome,Protein_Coding,protein_coding,15,47,65,Neutral,yfeD,DUF1323 family putative DNA-binding protein,WP_000826503.1,Not Essential,,,,,,,
2456,b2400,chromosome,Protein_Coding,protein_coding,57,2,1,Underrepresented,gltX,glutamyl-tRNA synthetase,WP_000695655.1,Essential,,,,,,,
2457,b2401,chromosome,RNA,tRNA,2,100,10,Neutral,valU,tRNA-Val,---,Not Essential,,,,,,,
2458,b2402,chromosome,RNA,tRNA,2,100,12,Neutral,valX,tRNA-Val,---,Not Essential,,,,,,,
2459,b2403,chromosome,RNA,tRNA,2,100,10,Neutral,valY,tRNA-Val,---,Not Essential,,,,,,,
2460,b2404,chromosome,RNA,tRNA,3,67,3,Neutral,lysV,tRNA-Lys,---,Not Essential,,,,,,,
2461,b2405,chromosome,Protein_Coding,protein_coding,39,56,29,Neutral,xapR,transcriptional activator of xapAB,WP_000442949.1,Not Essential,,,,,,,
2462,b2406,chromosome,Protein_Coding,protein_coding,63,65,30,Neutral,xapB,xanthosine transporter,WP_000020402.1,Not Essential,,,,,,,
2463,b2407,chromosome,Protein_Coding,protein_coding,38,63,51,Regional,xapA,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,WP_000084573.1,Not Essential,,,,,,,
2464,b2408,chromosome,Protein_Coding,protein_coding,55,44,34,Regional,yfeN,putative outer membrane protein,WP_000716421.1,Not Essential,,,,,,,
2465,b2409,chromosome,Protein_Coding,protein_coding,34,59,46,Neutral,yfeR,transcriptional regulator of yefH,WP_001109794.1,Not Essential,,,,,,,
2466,b2410,chromosome,Protein_Coding,protein_coding,32,56,23,Neutral,yfeH,putative inorganic ion transporter,WP_000765610.1,Not Essential,,,,,,,
2467,b4546,chromosome,Protein_Coding,protein_coding,9,44,17,Neutral,ypeB,DUF3820 family protein,WP_000410201.1,Not Essential,,,,,,,
2468,b2411,chromosome,Protein_Coding,protein_coding,59,0,0,Underrepresented,ligA,"DNA ligase, NAD(+)-dependent",WP_000443661.1,Essential,,,,,,,
2469,b2412,chromosome,Protein_Coding,protein_coding,36,0,0,Underrepresented,zipA,FtsZ stabilizer,WP_001300494.1,Essential,,,,,,,
2470,b2413,chromosome,Protein_Coding,protein_coding,37,43,15,Neutral,cysZ,"sulfate transporter, sulfite inhibited",WP_000254839.1,Not Essential,,,,,,,
2471,b2414,chromosome,Protein_Coding,protein_coding,42,52,39,Neutral,cysK,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",WP_000034402.1,Not Essential,,,,,,,
2472,b2415,chromosome,Protein_Coding,protein_coding,10,10,3,Underrepresented,ptsH,phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr),WP_000487600.1,Not Essential,,,,,,,
2473,b2416,chromosome,Protein_Coding,protein_coding,68,2,1,Underrepresented,ptsI,PEP-protein phosphotransferase of PTS system (enzyme I),WP_000623140.1,Not Essential,,,,,,,
2474,b2417,chromosome,Protein_Coding,protein_coding,20,5,5,Underrepresented,crr,glucose-specific enzyme IIA component of PTS,WP_000522247.1,Not Essential,,,,,,,
2475,b2418,chromosome,Protein_Coding,protein_coding,35,49,16,Regional,pdxK,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,WP_000096674.1,Not Essential,,,,,,,
2476,b2419,chromosome,Protein_Coding,protein_coding,21,62,27,Neutral,yfeK,uncharacterized protein,WP_000719962.1,Not Essential,,,,,,,
2477,b2420,chromosome,Protein_Coding,protein_coding,47,66,21,Neutral,yfeS,WGR domain protein,WP_000745534.1,Not Essential,,,,,,,
2478,b2421,chromosome,Protein_Coding,protein_coding,27,67,34,Neutral,cysM,cysteine synthase B (O-acetylserine sulfhydrolase B),WP_001336044.1,Not Essential,,,,,,,
2479,b2422,chromosome,Protein_Coding,protein_coding,31,52,34,Neutral,cysA,sulfate/thiosulfate transporter subunit,WP_000021036.1,Not Essential,,,,,,,
2480,b2423,chromosome,Protein_Coding,protein_coding,26,54,41,Neutral,cysW,sulfate/thiosulfate ABC transporter permease,WP_000852686.1,Not Essential,,,,,,,
2481,b2424,chromosome,Protein_Coding,protein_coding,29,59,21,Neutral,cysU,sulfate/thiosulfate ABC transporter permease,WP_000458406.1,Not Essential,,,,,,,
2482,b2425,chromosome,Protein_Coding,protein_coding,40,60,35,Neutral,cysP,thiosulfate-binding protein,WP_000290230.1,Not Essential,,,,,,,
2483,b2426,chromosome,Protein_Coding,protein_coding,26,58,17,Neutral,ucpA,"furfural resistance protein, putative short-chain oxidoreductase",WP_000517431.1,Not Essential,,,,,,,
2484,b2427,chromosome,Protein_Coding,protein_coding,27,48,17,Neutral,murR,"repressor for murPQ, MurNAc 6-P inducible",WP_000966470.1,Not Essential,,,,,,,
2485,b2428,chromosome,Protein_Coding,protein_coding,35,60,9,Neutral,murQ,N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase,WP_001159160.1,Not Essential,,,,,,,
2486,b2429,chromosome,Protein_Coding,protein_coding,53,66,35,Neutral,murP,"N-acetylmuramic acid permease, EIIBC component, PTS system",WP_001040483.1,Not Essential,,,,,,,
2487,b2430,chromosome,Protein_Coding,protein_coding,56,64,37,Neutral,yfeW,penicillin binding protein PBP4B; weak DD-carboxypeptidase activity,WP_001327042.1,Not Essential,,,,,,,
2488,b2431,chromosome,Protein_Coding,protein_coding,18,61,23,Neutral,yfeX,"porphyrinogen oxidase, cytoplasmic",WP_001350538.1,Not Essential,,,,,,,
2489,b2432,chromosome,Protein_Coding,protein_coding,24,54,50,Neutral,yfeY,RpoE-regulated lipoprotein,WP_000838944.1,Not Essential,,,,,,,
2490,b2433,chromosome,Protein_Coding,protein_coding,20,45,20,Neutral,yfeZ,inner membrane protein,WP_001350539.1,Not Essential,,,,,,,
2491,b2434,chromosome,Protein_Coding,protein_coding,13,69,40,Neutral,ypeA,GNAT family putative N-acetyltransferase,WP_000405996.1,Not Essential,,,,,,,
2492,b2435,chromosome,Protein_Coding,protein_coding,29,72,16,Neutral,amiA,N-acetylmuramoyl-l-alanine amidase I,WP_000102886.1,Not Essential,,,,,,,
2493,b2436,chromosome,Protein_Coding,protein_coding,34,77,38,Neutral,hemF,coproporphyrinogen III oxidase,WP_000801365.1,Not Essential,,,,,,,
2494,b2437,chromosome,Protein_Coding,protein_coding,34,71,38,Neutral,eutR,"eut operon transcriptional activator, AraC family",WP_000753690.1,Not Essential,,,,,,,
2495,b2438,chromosome,Protein_Coding,protein_coding,15,60,57,Neutral,eutK,putative ethanol utilization carboxysome structural protein,WP_000606257.1,Not Essential,,,,,,,
2496,b2439,chromosome,Protein_Coding,protein_coding,28,61,65,Neutral,eutL,putative ethanol utilization carboxysome structural protein,WP_001111023.1,Not Essential,,,,,,,
2497,b2440,chromosome,Protein_Coding,protein_coding,25,64,39,Neutral,eutC,"ethanolamine ammonia-lyase, small subunit (light chain)",WP_000372316.1,Not Essential,,,,,,,
2498,b2441,chromosome,Protein_Coding,protein_coding,52,65,30,Neutral,eutB,"ethanolamine ammonia-lyase, large subunit, heavy chain",WP_000769961.1,Not Essential,,,,,,,
2499,b2442,chromosome,Protein_Coding,protein_coding,54,46,23,Neutral,intZ,CPZ-55 prophage; putative phage integrase,WP_000047773.1,Not Essential,,,,,,,
2500,b2443,chromosome,Protein_Coding,protein_coding,33,58,32,Regional,yffL,CPZ-55 prophage; uncharacterized protein,WP_000458337.1,Not Essential,,,,,,,
2501,b2444,chromosome,Protein_Coding,protein_coding,8,38,144,Neutral,yffM,CPZ-55 prophage; uncharacterized protein,WP_010723122.1,Not Essential,,,,,,,
2502,b2445,chromosome,Protein_Coding,protein_coding,13,54,14,Neutral,yffN,CPZ-55 prophage; uncharacterized protein,WP_000683389.1,Not Essential,,,,,,,
2503,b2446,chromosome,Protein_Coding,protein_coding,19,42,53,Neutral,yffO,CPZ-55 prophage; uncharacterized protein,WP_000398186.1,Not Essential,,,,,,,
2504,b2447,chromosome,Protein_Coding,protein_coding,16,75,24,Neutral,yffP,CPZ-55 prophage; uncharacterized protein,WP_000052882.1,Not Essential,,,,,,,
2505,b2448,chromosome,Protein_Coding,protein_coding,23,57,33,Neutral,yffQ,CPZ-55 prophage; uncharacterized protein,WP_000770705.1,Not Essential,,,,,,,
2506,b2449,chromosome,Protein_Coding,protein_coding,21,57,13,Neutral,yffR,CPZ-55 prophage; uncharacterized protein,WP_000865921.1,Not Essential,,,,,,,
2507,b2450,chromosome,Protein_Coding,protein_coding,32,34,41,Regional,yffS,CPZ-55 prophage; uncharacterized protein,WP_010723125.1,Not Essential,,,,,,,
2508,b2451,chromosome,Protein_Coding,protein_coding,34,44,35,Neutral,eutA,reactivating factor for ethanolamine ammonia lyase,WP_001097542.1,Not Essential,,,,,,,
2509,b2452,chromosome,Protein_Coding,protein_coding,40,50,46,Neutral,eutH,ethanolamine transporter,WP_000512372.1,Not Essential,,,,,,,
2510,b2453,chromosome,Protein_Coding,protein_coding,32,50,59,Neutral,eutG,ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase,WP_001326575.1,Not Essential,,,,,,,
